event_id,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,distance_from_location,direction_from_location,location,date_time,day,month,year,City,Country,Continent,time_hour
118,"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,6,5,green,1,661,us,0,4.449,10,mww,110.57,-4.2433,143.485,67,WSW,"Angoram, Papua New Guinea","07-11-2017 21:26",7,11,2017,Angoram,"Papua New Guinea",Oceania,21
119,"M 6.5 - Stanley, Idaho",6.5,8,8,green,0,1410,us,0,0.885,31,mww,12.06,44.4646,-115.118,NULL,NULL,"Stanley, Idaho","31-03-2020 23:52",31,3,2020,Stanley,US,"North America",23
120,"M 6.5 - 49 km NW of Barranca, Peru",6.5,8,6,green,0,690,us,0,3.026,22,mww,110,-4.455,-76.9395,49,NW,"Barranca, Peru","03-02-2022 15:58",3,2,2022,Barranca,Peru,"South America",15
121,"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,5,5,green,1,727,us,0,4.852,21,mww,10,-15.3197,-173.168,97,NE,"Hihifo, Tonga","04-11-2017 09:00",4,11,2017,Hihifo,Tonga,Oceania,9
122,"M 7.5 - 221 km SSE of Severo-Kuril'sk, Russia",7.5,6,5,green,1,879,us,0,4.109,12,mww,57.8,48.9638,157.695,221,SSE,"Severo-Kuril'sk, Russia","25-03-2020 02:49",25,3,2020,Severo-Kuril'sk,Russia,Europe,2
124,"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.1,8,8,orange,1,1790,ak,0,0,0,mw,46.7,61.3464,-149.955,1,SE,"Point MacKenzie, Alaska","30-11-2018 17:29",30,11,2018,"Point MacKenzie",US,"North America",17
125,"M 7.0 - 95 km ENE of Kuril'sk, Russia",7,5,6,yellow,1,770,us,0,4.501,25,mww,143,45.6161,148.959,95,ENE,"Kuril'sk, Russia","13-02-2020 10:33",13,2,2020,Kuril'sk,Russia,Europe,10
126,"M 6.6 - 80 km SW of Labuan, Indonesia",6.6,8,6,green,0,785,us,0,2.418,22,mww,33,-6.9291,105.251,80,SW,"Labuan, Indonesia","14-01-2022 09:05",14,1,2022,Labuan,Indonesia,Asia,9
127,"M 6.8 - 187 km E of Levuka, Fiji",6.8,0,3,green,1,711,us,0,2.879,39,mww,540,-17.8735,-178.927,187,E,"Levuka, Fiji","18-11-2018 20:25",18,11,2018,Levuka,Fiji,Oceania,20
128,"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,3,5,green,1,674,us,0,0.788,29,mww,22,-21.6484,168.859,101,E,"Tadine, New Caledonia","01-11-2017 02:23",1,11,2017,Tadine,"New Caledonia",Oceania,2
129,"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,3,4,green,1,693,us,0,7.853,19,mww,10,71.6312,-11.2431,120,NW,"Olonkinbyen, Svalbard and Jan Mayen","09-11-2018 01:49",9,11,2018,Olonkinbyen,"Svalbard and Jan Mayen",Europe,1
130,"M 6.8 - 32 km SW of Lithakia, Greece",6.8,8,7,yellow,0,954,us,0,2.268,15,mww,14,37.5203,20.5565,32,SW,"Lithakia, Greece","25-10-2018 22:54",25,10,2018,Lithakia,Greece,Europe,22
131,"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,2,4,green,0,655,us,0,1.692,68,mww,10,49.297,-129.724,237,SW,"Port McNeill, Canada","22-10-2018 06:22",22,10,2018,"Port McNeill",Canada,"North America",6
132,"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,4,4,green,1,776,us,0,1.505,36,mww,10,49.3346,-129.289,210,SW,"Port McNeill, Canada","22-10-2018 06:16",22,10,2018,"Port McNeill",Canada,"North America",6
133,"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,3,4,green,1,691,us,0,1.062,55,mww,24,-21.6971,169.148,132,E,"Tadine, New Caledonia","31-10-2017 00:42",31,10,2017,Tadine,"New Caledonia",Oceania,0
134,"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,3,3,green,0,694,us,0,1.634,16,mww,553.81,-7.2168,123.074,181,NNE,"Maumere, Indonesia","24-10-2017 10:47",24,10,2017,Maumere,Indonesia,Asia,10
136,"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,3,4,green,1,669,us,0,1.611,63,mww,10,49.2586,-129.412,223,SW,"Port McNeill, Canada","22-10-2018 05:39",22,10,2018,"Port McNeill",Canada,"North America",5
137,"M 6.5 - 71 km SE of Nikolski, Alaska",6.5,0,3,,1,650,pt,23,0,208.8,Mi,37,52.502,-168.08,71,SE,"Nikolski, Alaska","11-01-2022 12:39",11,1,2022,Nikolski,US,"North America",12
138,"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,0,4,green,1,650,us,0,2.109,22,mww,17,-21.7427,169.522,171,E,"Tadine, New Caledonia","16-10-2018 01:03",16,10,2018,Tadine,"New Caledonia",Oceania,1
139,"M 6.6 - 53 km SE of Nikolski, Alaska",6.6,8,5,green,1,674,us,0,0.507,49,mww,19,52.6252,-168.15,53,SE,"Nikolski, Alaska","11-01-2022 12:39",11,1,2022,Nikolski,US,"North America",12
140,"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,3,5,green,1,651,us,0,1.154,11,mww,119,52.3909,176.769,247,ESE,"Attu Station, Alaska","08-10-2017 22:34",8,10,2017,"Attu Station",US,"North America",22
141,"M 7.7 - 123 km NNW of Lucea, Jamaica",7.7,9,6,yellow,1,1812,us,0,1.657,26,mww,14.86,19.4193,-78.756,123,NNW,"Lucea, Jamaica","28-01-2020 19:10",28,1,2020,Lucea,Jamaica,"North America",19
143,"M 6.7 - 13 km N of Do?anyol, Turkey",6.7,8,9,orange,0,1247,us,0,0.87,49,mww,10,38.4312,39.0609,13,N,"Do?anyol, Turkey","24-01-2020 17:55",24,1,2020,Do?anyol,Turkey,Asia,17
144,"M 7.1 - 1 km S of Matzaco, Mexico",7.1,9,8,,0,1686,us,0,0.984,23,mww,48,18.5499,-98.4887,1,S,"Matzaco, Mexico","19-09-2017 18:14",19,9,2017,Matzaco,Mexico,"North America",18
145,"M 6.7 - 91 km SE of Nikolski, Alaska",6.7,0,4,,1,691,pt,20,0,205.2,Mi,33,52.48,-167.736,91,SE,"Nikolski, Alaska","11-01-2022 11:35",11,1,2022,Nikolski,US,"North America",11
146,"M 6.8 - 7 km S of Magsaysay, Philippines",6.8,9,7,yellow,1,825,us,0,0.546,39,mww,18,6.6969,125.174,7,S,"Magsaysay, Philippines","15-12-2019 06:11",15,12,2019,Magsaysay,Philippines,Asia,6
147,"M 6.8 - 100 km SE of Nikolski, Alaska",6.8,7,6,green,1,730,us,0,0.92,61,mww,20,52.6563,-167.917,100,SE,"Nikolski, Alaska","11-01-2022 11:35",11,1,2022,Nikolski,US,"North America",11
148,"M 8.2 - near the coast of Chiapas, Mexico",8.2,9,7,red,1,2910,us,0,0.944,22,mww,47.39,15.0222,-93.8993,NULL,NULL,"Chiapas, Mexico","08-09-2017 04:49",8,9,2017,Chiapas,Mexico,"North America",4
149,"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,5,6,green,1,715,us,0,1.599,19,mww,12.59,-8.8994,158.422,153,WSW,"Buala, Solomon Islands","18-11-2015 18:31",18,11,2015,Buala,"Solomon Islands",Oceania,18
150,"M 6.5 - 168 km SW of Mawu, China",6.5,5,7,yellow,0,707,us,0,11.411,22,mww,9,33.1926,103.855,168,SW,"Mawu, China","08-08-2017 13:19",8,8,2017,Mawu,China,Asia,13
151,"M 6.6 - 11 km ENE of Kos, Greece",6.6,7,7,yellow,0,1064,us,0,0.913,16,mww,7,36.9293,27.4139,11,ENE,"Kos, Greece","20-07-2017 22:31",20,7,2017,Kos,Greece,Europe,22
152,"M 6.5 - 19 km SSW of Lefkada, Greece",6.5,7,7,orange,0,1018,us,0,0,0,mww,11,38.67,20.6,19,SSW,"Lefkada, Greece","17-11-2015 07:10",17,11,2015,Lefkada,Greece,Europe,7
153,"M 7.1 - 138km E of Bitung, Indonesia",7.1,6,6,green,1,799,us,0,1.271,11,mww,33,1.6213,126.416,138,E,"Bitung, Indonesia","14-11-2019 16:17",14,11,2019,Bitung,Indonesia,Asia,16
154,"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,8,7,green,1,918,us,0,3.564,13,mww,10,54.4434,168.857,NULL,NULL,"Komandorskiye Ostrova, Russia region","17-07-2017 23:34",17,7,2017,"Komandorskiye Ostrova",Russia,Europe,23
155,"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,5,4,green,0,702,us,0,1.444,17,mww,12,31.0009,128.873,140,WSW,"Makurazaki, Japan","13-11-2015 20:51",13,11,2015,Makurazaki,Japan,Asia,20
156,"M 6.5 - 166km SSW of Ndoi Island, Fiji",6.5,0,2,green,0,650,us,0,4.765,25,mww,577,-21.9449,-179.511,166,SSW,"Ndoi Island, Fiji","08-11-2019 10:44",8,11,2019,"Ndoi Island",Fiji,Oceania,10
157,"M 6.6 - Auckland Islands, New Zealand region",6.6,5,4,green,1,704,us,0,3.773,37,mww,10,-49.4837,164.016,NULL,NULL,"Auckland Islands, New Zealand region","11-07-2017 07:00",11,7,2017,"Auckland Islands","New Zealand",Oceania,7
158,"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,5,6,green,0,744,us,0,0.821,43,mww,10,-29.5097,-72.0585,85,NW,"Coquimbo, Chile","11-11-2015 02:46",11,11,2015,Coquimbo,Chile,"South America",2
159,"M 6.6 - 136 km W of Neiafu, Tonga",6.6,4,4,green,1,673,us,0,5.086,48,mww,10,-18.5747,-175.272,136,W,"Neiafu, Tonga","04-11-2019 22:43",4,11,2019,Neiafu,Tonga,Oceania,22
160,"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,6,6,green,1,761,us,0,0.784,32,mww,12,-29.5067,-72.0068,81,NW,"Coquimbo, Chile","11-11-2015 01:54",11,11,2015,Coquimbo,Chile,"South America",1
162,"M 6.6 - 48 km WNW of Polis, Cyprus",6.6,6,6,green,0,976,us,0,1.168,21,mww,21,35.1456,31.9095,48,WNW,"Polis, Cyprus","11-01-2022 01:07",11,1,2022,Polis,Cyprus,Europe,1
163,"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,9,8,yellow,1,740,us,0,4.139,30,mww,9,11.1269,124.629,2,S,"Lim-oo, Philippines","06-07-2017 08:03",6,7,2017,Lim-oo,Philippines,Asia,8
164,"M 6.8 - 39 km SW of Ovalle, Chile",6.8,7,7,green,1,841,us,0,0.258,41,mww,46,-30.8796,-71.4519,39,SW,"Ovalle, Chile","07-11-2015 07:31",7,11,2015,Ovalle,Chile,"South America",7
165,"M 6.6 - northern Qinghai, China",6.6,9,8,orange,0,1012,us,0,2.685,13,mww,13,37.8167,101.299,NULL,NULL,"northern Qinghai, China","07-01-2022 17:45",7,1,2022,"northern Qinghai",China,Asia,17
166,"M 6.8 - 28 km SW of Puerto San Jose, Guatemala",6.8,6,6,yellow,1,1034,us,0,1.065,38,mww,38.12,13.7174,-90.9718,28,SW,"Puerto San Jose, Guatemala","22-06-2017 12:31",22,6,2017,"Puerto San Jose",Guatemala,"North America",12
167,"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,5,7,green,0,657,us,0,1.53,21,mww,20,-8.3381,124.875,47,NW,"Maubara, Timor Leste","04-11-2015 03:44",4,11,2015,Maubara,"Timor Leste",Asia,3
168,"M 7.3 - 125 km NNE of Lospalos, Timor Leste",7.3,8,7,green,0,921,us,0,3.713,19,mww,165.49,-7.5924,127.581,125,NNE,"Lospalos, Timor Leste","29-12-2021 18:25",29,12,2021,Lospalos,"Timor Leste",Asia,18
169,"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,8,6,yellow,1,1188,us,0,0.247,35,mww,93,14.9091,-92.0092,2,SSW,"San Pablo, Guatemala","14-06-2017 07:29",14,6,2017,"San Pablo",Guatemala,"North America",7
170,"M 7.5 - Hindu Kush region, Afghanistan",7.5,8,7,orange,0,1448,us,0,0.622,18,mww,231,36.5244,70.3676,NULL,NULL,"Hindu Kush region, Afghanistan","26-10-2015 09:09",26,10,2015,"Hindu Kush region",Afghanistan,Asia,9
172,"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,0,4,green,1,711,us,0,2.308,12,mww,5,54.0312,170.92,200,NW,"Attu Station, Alaska","02-06-2017 22:24",2,6,2017,"Attu Station",US,"North America",22
173,"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,6,6,green,1,780,us,0,0.592,11,mww,135,-14.8595,167.303,31,NE,"Port-Olry, Vanuatu","20-10-2015 21:52",20,10,2015,Port-Olry,Vanuatu,Oceania,21
174,"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,7,7,green,0,678,us,0,2.353,18,mww,12,-1.2923,120.431,37,WNW,"Poso, Indonesia","29-05-2017 14:35",29,5,2017,Poso,Indonesia,Asia,14
175,"M 6.6 - 28 km N of Sorong, Indonesia",6.6,7,7,green,0,671,us,0,2.486,13,mww,18,-0.6212,131.262,28,N,"Sorong, Indonesia","24-09-2015 15:53",24,9,2015,Sorong,Indonesia,Asia,15
176,"M 6.5 - 2km ESE of Kisante, Philippines",6.5,9,7,green,1,733,us,0,0.428,19,mww,10,6.9098,125.178,2,ESE,"Kisante, Philippines","31-10-2019 01:11",31,10,2019,Kisante,Philippines,Asia,1
177,"M 6.5 - South Sandwich Islands region",6.5,0,4,green,1,650,us,0,6.489,17,mww,15,-56.414,-25.7432,NULL,NULL,"South Sandwich Islands region","10-05-2017 23:23",10,5,2017,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,23
178,"M 6.6 - 22 km WSW of Illapel, Chile",6.6,5,7,green,1,820,us,0,1.064,14,mww,35,-31.7275,-71.3792,22,WSW,"Illapel, Chile","21-09-2015 17:40",21,9,2015,Illapel,Chile,"South America",17
179,"M 6.6 - 10 km NE of Columbio, Philippines",6.6,9,7,yellow,1,780,us,0,0.646,24,mww,15,6.7567,125.008,10,NE,"Columbio, Philippines","29-10-2019 01:04",29,10,2019,Columbio,Philippines,Asia,1
180,"M 7.5 - 43 km NNW of Barranca, Peru",7.5,8,8,yellow,1,1094,us,0,4.951,40,mww,126,-4.4898,-76.8461,43,NNW,"Barranca, Peru","28-11-2021 10:52",28,11,2021,Barranca,Peru,"South America",10
181,"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,6,5,green,1,713,us,0,7.495,19,mww,169,-14.5884,167.377,59,NNE,"Port-Olry, Vanuatu","09-05-2017 13:52",9,5,2017,Port-Olry,Vanuatu,Oceania,13
182,"M 6.7 - 61 km WNW of Illapel, Chile",6.7,5,7,green,0,718,us,0,0.853,35,mww,23,-31.5173,-71.804,61,WNW,"Illapel, Chile","17-09-2015 04:10",17,9,2015,Illapel,Chile,"South America",4
183,"M 6.7 - 70 km WSW of Constitucion, Chile",6.7,7,6,green,1,844,us,0,1.269,98,mww,11,-35.4758,-73.163,70,WSW,"Constitucion, Chile","29-09-2019 15:57",29,9,2019,Constitucion,Chile,"South America",15
184,"M 6.6 - 177 km SE of Hirara, Japan",6.6,7,4,green,1,688,us,0,3.259,15,mww,12,23.5414,126.48,177,SE,"Hirara, Japan","10-11-2021 15:45",10,11,2021,Hirara,Japan,Asia,15
185,"M 6.9 - 31 km SW of Burias, Philippines",6.9,9,6,green,1,814,us,0,1.636,14,mww,26,5.5043,125.066,31,SW,"Burias, Philippines","28-04-2017 20:23",28,4,2017,Burias,Philippines,Asia,20
186,"M 6.5 - 54 km WNW of Illapel, Chile",6.5,6,7,green,0,657,us,0,0.749,62,mww,27,-31.4244,-71.6876,54,WNW,"Illapel, Chile","17-09-2015 03:55",17,9,2015,Illapel,Chile,"South America",3
187,"M 6.9 - 112 km E of Chignik, Alaska",6.9,8,6,green,1,995,ak,0,0,0,mww,51.6,56.2581,-156.492,112,E,"Chignik, Alaska","11-10-2021 09:10",11,10,2021,Chignik,US,"North America",9
188,"M 6.9 - 40 km W of Valparaiso, Chile",6.9,9,7,yellow,1,1642,us,0,0.356,39,mww,28,-33.0375,-72.0617,40,W,"Valparaiso, Chile","24-04-2017 21:38",24,4,2017,Valparaiso,Chile,"South America",21
189,"M 7.0 - 25 km WNW of Illapel, Chile",7,8,7,green,0,799,us,0,0.903,13,mww,28.41,-31.5622,-71.4262,25,WNW,"Illapel, Chile","16-09-2015 23:18",16,9,2015,Illapel,Chile,"South America",23
190,"M 6.9 - Vanuatu region",6.9,4,3,green,1,740,us,0,4.778,31,mww,535,-21.1704,174.54,NULL,NULL,"Vanuatu region","09-10-2021 10:58",9,10,2021,"Vanuatu region",Vanuatu,Oceania,10
191,"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,7,8,green,0,1297,us,0,2.36,15,mww,29,-22.6784,25.1558,132,WSW,"Moijabana, Botswana","03-04-2017 17:40",3,4,2017,Moijabana,Botswana,Africa,17
192,"M 7.3 - Vanuatu region",7.3,4,4,green,1,826,us,0,4.493,32,mww,527,-21.1036,174.895,NULL,NULL,"Vanuatu region","02-10-2021 06:29",2,10,2021,"Vanuatu region",Vanuatu,Oceania,6
193,"M 8.3 - 48 km W of Illapel, Chile",8.3,9,8,orange,1,1960,us,0,0.684,19,mww,22.44,-31.5729,-71.6744,48,W,"Illapel, Chile","16-09-2015 22:54",16,9,2015,Illapel,Chile,"South America",22
194,"M 6.5 - 80 km SW of Jiquilillo, Nicaragua",6.5,7,5,green,1,684,us,0,0.993,114,mww,21,12.1598,-87.8542,80,SW,"Jiquilillo, Nicaragua","22-09-2021 09:57",22,9,2021,Jiquilillo,Nicaragua,"North America",9
195,"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,5,5,green,1,708,us,0,1.256,123,mww,10,24.913,-109.623,95,SW,"Topolobampo, Mexico","13-09-2015 08:14",13,9,2015,Topolobampo,Mexico,"North America",8
196,"M 6.6 - 81 km NNE of Ust'-Kamchatsk Staryy, Russia",6.6,6,7,yellow,1,671,us,0,4.591,14,mww,17,56.9401,162.786,81,NNE,"Ust'-Kamchatsk Staryy, Russia","29-03-2017 04:09",29,3,2017,"Ust'-Kamchatsk Staryy",Russia,Europe,4
197,"M 7.0 - Acapulco, Mexico",7,8,8,red,1,2504,us,0,0.07,43,mww,20,16.9502,-99.7877,NULL,NULL,"Acapulco, Mexico","08-09-2021 01:47",8,9,2021,Acapulco,Mexico,"North America",1
198,"M 6.5 - 11km S of Kairatu, Indonesia",6.5,7,7,yellow,1,656,us,0,3.909,15,mww,12.26,-3.4528,128.37,11,S,"Kairatu, Indonesia","25-09-2019 23:46",25,9,2019,Kairatu,Indonesia,Asia,23
199,"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,0,5,green,1,650,us,0,2.045,16,mww,6.43,-9.3293,157.877,177,SE,"Gizo, Solomon Islands","12-08-2015 18:49",12,8,2015,Gizo,"Solomon Islands",Oceania,18
200,"M 7.1 - South Sandwich Islands region",7.1,1,4,green,1,776,us,0,9.799,32,mww,6,-60.3026,-24.9992,NULL,NULL,"South Sandwich Islands region","22-08-2021 21:33",22,8,2021,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,21
201,"M 6.6 - 34km NNE of Ndoi Island, Fiji",6.6,2,3,,1,671,us,0,4.121,19,mww,591,-20.3641,-178.57,34,NNE,"Ndoi Island, Fiji","01-09-2019 15:54",1,9,2019,"Ndoi Island",Fiji,Oceania,15
202,"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,3,5,green,1,671,us,0,1.872,20,mww,22,-9.3438,158.053,186,WNW,"Malango, Solomon Islands","10-08-2015 04:12",10,8,2015,Malango,"Solomon Islands",Oceania,4
203,"M 6.6 - South Sandwich Islands region",6.6,1,3,green,1,670,us,0,8.865,19,mww,7,-60.1023,-24.4608,NULL,NULL,"South Sandwich Islands region","22-08-2021 00:45",22,8,2021,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,0
204,"M 7.0 - 234 km W of Abepura, Indonesia",7,9,7,green,1,762,us,0,6.278,12,mww,48,-2.6286,138.528,234,W,"Abepura, Indonesia","27-07-2015 21:41",27,7,2015,Abepura,Indonesia,Asia,21
205,"M 6.9 - 17 km N of Port-Olry, Vanuatu",6.9,8,7,green,1,741,us,0,0.579,54,mww,93,-14.892,167.085,17,N,"Port-Olry, Vanuatu","18-08-2021 10:10",18,8,2021,Port-Olry,Vanuatu,Oceania,10
207,"M 7.2 - Nippes, Haiti",7.2,9,8,red,1,2331,us,0,1.178,23,mww,10,18.3521,-73.4804,NULL,NULL,"Nippes, Haiti","14-08-2021 12:29",14,8,2021,Nippes,Haiti,"North America",12
208,"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,4,7,green,1,734,us,0,0.444,39,mww,29,52.376,-169.446,NULL,NULL,"Fox Islands, Aleutian Islands, Alaska","27-07-2015 04:49",27,7,2015,"Fox Islands",US,"North America",4
209,"M 6.9 - 136 km SE of Perryville, Alaska",6.9,5,4,green,1,738,ak,0,0,0,mww,33.3,55.2364,-157.707,136,SE,"Perryville, Alaska","14-08-2021 11:57",14,8,2021,Perryville,US,"North America",11
210,"M 7.0 - 80 km WNW of Lata, Solomon Islands",7,8,6,green,1,759,us,0,5.205,22,mww,11,-10.4012,165.141,80,WNW,"Lata, Solomon Islands","18-07-2015 02:27",18,7,2015,Lata,"Solomon Islands",Oceania,2
211,"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,4,4,green,1,686,us,0,1.218,20,mww,20,13.8672,-58.5479,128,NE,"Bathsheba, Barbados","16-07-2015 15:16",16,7,2015,Bathsheba,Barbados,"North America",15
212,"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,8,9,red,0,2820,us,0,1.857,12,mww,8.22,28.2305,84.7314,67,NNE,"Bharatpur, Nepal","25-04-2015 06:11",25,4,2015,Bharatpur,Nepal,Asia,6
213,"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,4,5,green,1,691,us,0,1.529,11,mww,12,-9.307,158.403,150,WNW,"Malango, Solomon Islands","10-07-2015 04:12",10,7,2015,Malango,"Solomon Islands",Oceania,4
214,"M 6.9 - 125 km SE of Perryville, Alaska",6.9,5,4,green,1,738,us,0,1.173,36,mww,20.74,55.2657,-157.68,125,SE,"Perryville, Alaska","14-08-2021 11:57",14,8,2021,Perryville,US,"North America",11
215,"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,0,5,green,1,650,us,0,3.702,42,mww,10,-15.8815,-178.6,181,SSW,"Alo, Wallis and Futuna","17-04-2015 15:52",17,4,2015,Alo,"Wallis and Futuna",Oceania,15
216,"M 8.1 - South Sandwich Islands region",8.1,0,7,green,0,1009,us,0,7.463,78,mww,22.79,-58.4157,-25.3206,NULL,NULL,"South Sandwich Islands region","12-08-2021 18:35",12,8,2021,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,18
217,"M 6.9 - south of the Fiji Islands",6.9,2,3,green,1,733,us,0,6.012,19,mww,414.5,-23.2593,-178.804,NULL,NULL,"the Fiji Islands","24-02-2017 17:28",24,2,2017,"the Fiji Islands",Fiji,Oceania,17
218,"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,2,5,green,1,650,us,0,4.629,36,mww,11,-15.4994,-173.029,96,ENE,"Hihifo, Tonga","30-03-2015 08:48",30,3,2015,Hihifo,Tonga,Oceania,8
219,"M 7.5 - South Sandwich Islands region",7.5,9,6,green,1,868,us,0,7.227,38,mww,47.23,-57.5959,-25.1874,NULL,NULL,"South Sandwich Islands region","12-08-2021 18:32",12,8,2021,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,18
220,"M 6.5 - Bonin Islands, Japan region",6.5,3,4,green,0,652,us,0,2.277,11,mww,460,27.7375,139.725,NULL,NULL,"Bonin Islands, Japan region","23-06-2015 12:18",23,6,2015,"Bonin Islands",Japan,Asia,12
221,"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,6,7,green,1,872,us,0,0.666,19,mww,41,-4.7294,152.562,53,SE,"Kokopo, Papua New Guinea","29-03-2015 23:48",29,3,2015,Kokopo,"Papua New Guinea",Oceania,23
222,"M 7.1 - 60 km ENE of Pondaguitan, Philippines",7.1,9,7,green,1,846,us,0,1.273,25,mww,55.14,6.4547,126.742,60,ENE,"Pondaguitan, Philippines","11-08-2021 17:46",11,8,2021,Pondaguitan,Philippines,Asia,17
223,"M 7.8 - Bonin Islands, Japan region",7.8,6,3,green,1,1151,us,0,1.675,12,mww,664,27.8386,140.493,NULL,NULL,"Bonin Islands, Japan region","30-05-2015 11:23",30,5,2015,"Bonin Islands",Japan,Asia,11
224,"M 7.0 - 150 km NNE of Maumere, Indonesia",7,4,6,green,0,760,us,0,1.362,12,mww,552.06,-7.2968,122.535,150,NNE,"Maumere, Indonesia","27-02-2015 13:45",27,2,2015,Maumere,Indonesia,Asia,13
225,"M 6.5 - 41 km E of Padilla, Bolivia",6.5,3,3,green,0,653,us,0,4.242,14,mww,595.98,-19.2814,-63.9047,41,E,"Padilla, Bolivia","21-02-2017 14:09",21,2,2017,Padilla,Bolivia,"South America",14
226,"M 8.2 - 91 km ESE of Perryville, Alaska",8.2,8,6,green,1,1237,us,0,0.875,66,mww,46.66,55.4742,-157.917,91,ESE,"Perryville, Alaska","29-07-2021 06:15",29,7,2021,Perryville,US,"North America",6
227,"M 6.5 - 11 km N of Mabua, Philippines",6.5,8,7,yellow,1,718,us,0,2.822,36,mww,15,9.9071,125.452,11,N,"Mabua, Philippines","10-02-2017 14:03",10,2,2017,Mabua,Philippines,Asia,14
228,"M 8.2 - 99 km SE of Perryville, Alaska",8.2,8,7,yellow,1,1252,ak,0,0,0,mww,35,55.3154,-157.829,99,SE,"Perryville, Alaska","29-07-2021 06:15",29,7,2021,Perryville,US,"North America",6
229,"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,9,7,yellow,1,987,us,0,3.625,9,mww,135,-6.2464,155.172,35,WNW,"Panguna, Papua New Guinea","22-01-2017 04:30",22,1,2017,Panguna,"Papua New Guinea",Oceania,4
230,"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,5,6,green,1,762,ak,0,0,0,mw,72.6,56.594,-156.43,117,SSE,"Ugashik, Alaska","29-05-2015 07:00",29,5,2015,Ugashik,US,"North America",7
231,"M 6.7 - 83 km ENE of Miyako, Japan",6.7,5,5,green,1,714,us,0,1.925,20,mww,23,39.8558,142.881,83,ENE,"Miyako, Japan","16-02-2015 23:06",16,2,2015,Miyako,Japan,Asia,23
232,"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,6,6,green,1,654,us,0,1.64,21,mww,36,-10.3506,161.335,65,W,"Kirakira, Solomon Islands","19-01-2017 23:04",19,1,2017,Kirakira,"Solomon Islands",Oceania,23
233,"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,1,5,green,1,711,us,0,3.619,18,mww,10,-11.1093,163.215,159,ESE,"Kirakira, Solomon Islands","22-05-2015 23:59",22,5,2015,Kirakira,"Solomon Islands",Oceania,23
234,"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,4,6,green,1,700,us,0,2.11,16,mww,223,-23.1125,-66.688,103,W,"El Aguilar, Argentina","11-02-2015 18:57",11,2,2015,"El Aguilar",Argentina,"South America",18
235,"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,6,3,green,1,849,us,0,3.813,18,mww,627.17,4.4782,122.617,189,SSE,"Tabiauan, Philippines","10-01-2017 06:13",10,1,2017,Tabiauan,Philippines,Asia,6
236,"M 6.7 - 15 km S of Hukay, Philippines",6.7,8,5,green,1,935,us,0,8.139,12,mww,110,13.6989,120.713,15,S,"Hukay, Philippines","23-07-2021 20:48",23,7,2021,Hukay,Philippines,Asia,20
